"Site_Number","HabHabitat","DarLocality","ppt","vpdmax","tmax","tmean","tot_n","tot_s","optional","L2NAME","S_all","S_epi","S_macro","S_epi_macro"
17,"Populus stand in seep","Allegheny National Forest, FR 131 0.25 mi N of jct w/ FR 378, just S of Lamonaville",1162.90002441406,9.22000026702881,13.210000038147,7.40000009536743,114.184942722321,237.122804641724,TRUE,"ATLANTIC HIGHLANDS",12,11,2,2
18,"Disturbed roadside","Allegheny National Forest, FR 228 at jct w/ FR 131, above confluence of Gurgling Run and Millstone Creek",1159.31994628906,9.5600004196167,13.6000003814697,7.76999998092651,113.263000011444,236.599275588989,TRUE,"ATLANTIC HIGHLANDS",10,0,6,0
19,"Rocky stream ravine with hemlocks (Tsuga) and hardwoods (Acer, Betula)","Allegheny National Forest, Bent Run Recreation Area access, Bent Run 0-0.75 mi S of confluence w/ Allegheny River",1173.26000976562,9.11999988555908,13.1899995803833,7.32999992370605,122.610288143158,257.949300765991,TRUE,"ATLANTIC HIGHLANDS",20,7,3,2
20,"Rocky mixed hardwoods (Acer, Quercus) forest with mature trees near buried pipeline","Clear Creek State Forest, Callen Run Rd. 1.25 mi S of jct w/ PA 949",1148.67004394531,9.5600004196167,13.710000038147,7.96999979019165,114.538876533508,238.403143882751,TRUE,"ATLANTIC HIGHLANDS",40,23,20,10
21,"Large sandstone outcrops with sheltered faces and overhangs, in mixed hardwood forest (Quercus, Acer, Sassafras)","Allegheny National Forest, Jakes Rocks, ridge overlooking S shore of Allegheny Reservoir",1163.53002929688,8.77000045776367,12.8199996948242,7.03999996185303,121.143134593964,256.711533546448,TRUE,"ATLANTIC HIGHLANDS",25,16,12,7
22,"Mature hardwood (Acer, Quercus) forest in rocky stream ravine","Allegheny National Forest, Church Run 0 to 0.25 mi N of confluence w/ Clarion River, above River Road",1143.02001953125,10.4499998092651,14.3000001907349,8.09000015258789,111.681147575378,238.507171630859,TRUE,"ATLANTIC HIGHLANDS",20,11,3,1
23,"Riparian Carpinus with mixed hardwoods (Acer, Betula) pine (Pinus) and sandstone outcrops","State Game Lands No. 28, E shore of Spring Creek, 0.5 mi N of intersection of FS 130/Big Run Rd. and SR 3002, S of inholding boundary",1144.84997558594,9.93000030517578,13.8800001144409,7.84000015258789,112.080139636993,239.128086090088,TRUE,"ATLANTIC HIGHLANDS",29,18,12,5
24,"Disturbed roadside and adjacent hardwood (Acer, Betula, Quercus) forest","State Game Lands No. 54, Spring Creek Rd. 0.75 mi N of jct w/ PA 949",1138.61999511719,9.30000019073486,13.5100002288818,7.90000009536743,113.979558944702,238.031462669373,TRUE,"ATLANTIC HIGHLANDS",31,10,16,4
25,"Carpinus stand grading to mixed hardwoods (Acer, Betula)","Allegheny National Forest, just S of Pigs Ear, W side of FR 125 0.5 mi N of Pine Camp",1159.94995117188,9.47000026702881,13.3199996948242,7.30999994277954,111.221549510956,230.32560634613,TRUE,"ATLANTIC HIGHLANDS",23,14,8,3
26,"Maple (Acer) forest adjacent to gas pipeline","Allegheny National Forest, FR 136, just S of jct w/ FR 343, 1.25 mi S of Owls Nest",1143.82995605469,9.06999969482422,13.0799999237061,7.28999996185303,111.670199871063,234.918613433838,TRUE,"ATLANTIC HIGHLANDS",19,17,13,11
27,"Riparian mixed hardwoods (Acer, Betula)","State Game Lands No. 44, Maxwell Run just N of Arroyo-Portland Rd., S of the Clarion River",1125.56994628906,10.3699998855591,14.1800003051758,7.92999982833862,111.331776618958,238.16086101532,TRUE,"ATLANTIC HIGHLANDS",20,11,4,2
28,"Open mixed hardwood forest (Acer, Fraxinus, Carya) with sandstone boulders","Parker Dam State Park, Beaver Dam Trail, 0-1 mi N of Mud Run Rd.",1120.9599609375,9.64999961853027,14.0299997329712,8.34000015258789,120.123804092407,253.749152183533,TRUE,"ATLANTIC HIGHLANDS",21,12,13,4
29,"Ruderal forest of Populus-Prunus-Pinus.","Parker Dam State Park, S of Tyler Rd., just W of jct of Tyler Rd. W/ Mud Run Rd.",1106.26000976562,9.35999965667725,13.7600002288818,8.21000003814697,120.123804092407,253.749152183533,TRUE,"ATLANTIC HIGHLANDS",18,18,4,4
30,"Spruce (Picea) - maple (Acer) - pine (Pinus) wetland edge","Moshannon State Forest, S of jct of Wallace Mine Rd. and Caledonia Pike, tributary to Trout Run",1167.86999511719,8.9399995803833,13.3800001144409,8.05000019073486,120.162440299988,251.322359085083,TRUE,"ATLANTIC HIGHLANDS",15,13,9,8
31,"Shaded sandstone cliffs and overhangs along stream, mixed hemlock (Tsuga) - hardwood (Acer, Fraxinus, Quercus, Fagus) forest","Elk State Forest, E shore of Chase Run 0-0.5 mi N of parking area on Trout Run Rd., N of Benezette",1028.9599609375,10.6300001144409,14.6899995803833,8.44999980926514,114.13636302948,234.27100944519,TRUE,"ATLANTIC HIGHLANDS",34,11,12,2
32,"Sandstone ledges and large outcrops in mixed hardwood forest (Acer, Quercus, Betula, sparse Carya).","Moshannon State Forest, Barr Hollow, upper half of Wally Bar Hollow Trail, E of Medix Run",1122.92004394531,8.94999980926514,13,7.15999984741211,114.13636302948,234.27100944519,TRUE,"ATLANTIC HIGHLANDS",59,16,25,6
33,"Clearing with sparse hardwoods (Acer, Betula).","Elk State Forest, E slopes above Bell Draft, Bell Draft Rd. 3/4 to 1 mi N of jct w/ Shaffer Draft Rd.",1100.0400390625,9.38000011444092,13.3800001144409,7.30000019073486,107.305526256561,215.704977035522,TRUE,"ATLANTIC HIGHLANDS",25,11,12,6
34,"Populus stand along clearing and adjacent maples (Acer)","State Game Lands No. 311, Winslow Hill Rd. 0.25 mi W of jct w/ Porcupine Rd., at boundary of SGL, 1.5 mi N of PA 555",1056.21997070312,9.53999996185303,13.6199998855591,7.6100001335144,113.987337112427,233.832967758179,TRUE,"ATLANTIC HIGHLANDS",17,15,11,10
35,"Second growth oak (Quercus) - maple (Acer) forest","Moshannon State Forest, Caledonia Pike at jct w/ PR 12112, 1/4 mi W of jct w/ Knobs Rd.",1164.23999023438,8.65999984741211,13.25,8.22999954223633,120.331605911255,251.299337387085,TRUE,"ATLANTIC HIGHLANDS",38,34,16,14
36,"Riparian hardwoods (Acer, Betula, Carya) with old clearing of Populus and Fagus","Elk State Forest, confluence of Shaffer Draft and Bell Draft, at jct of Bell Draft Rd. and Shaffer Draft Rd.",1060.81994628906,9.89999961853027,14,7.92999982833862,106.747046470642,214.57594871521,TRUE,"ATLANTIC HIGHLANDS",23,20,5,5
37,"Swampy seep with Carpinus and old hardwoods (Acer, Quercus)","Elk State Forest, E shore of East Branch of Hicks Run, 1.25 mi N of jct of E & W Hicks Run Rd.",1056.28002929688,10.3299999237061,14.3999996185303,8.26000022888184,106.747046470642,214.57594871521,TRUE,"ATLANTIC HIGHLANDS",16,10,7,2
38,"Old hardwoods (Betula, Acer) with younger hemlocks (Tsuga)","Elk State Forest, Pine Tree Trail Natural Area, western margins of picnic area at confluence of E and W branches of Hicks Run",1056.43005371094,10.3800001144409,14.4399995803833,8.27999973297119,106.747046470642,214.57594871521,TRUE,"ATLANTIC HIGHLANDS",18,14,6,3
39,"Sandstone boulders on slope with mixed hardwoods (Acer, Quercus).","Moshannon State Forest, Merrill Rd. 1/4 mi N of jct w/ Caledonia Pike, Rock Spring tributary to Gifford Run",1150.78002929688,8.57999992370605,13.0699996948242,7.92999982833862,120.354314804077,251.087480545044,TRUE,"ATLANTIC HIGHLANDS",27,15,12,6
40,"Seepage face and cool moist overhangs in riparian Betula-Liriodendron forest","Elk State Forest, E shore of Dents Run 1 mi N of jct w/ Dents Run Rd. and PA 555, S of Bear Run",1068.25,10.4300003051758,14.4899997711182,8.34000015258789,106.74214553833,214.160520553589,TRUE,"ATLANTIC HIGHLANDS",9,5,3,0
41,"Sandstone ledges and outcrops in mixed hardwood forest (Acer, Quercus, Betula, sparse Fagus and Carya)","Moshannon State Forest, Grant Trail just E of Cameron/Elk County line, slopes of Mile Run",1108.11999511719,8.52000045776367,12.8599996566772,7.44000005722046,114.279520511627,233.815307617188,TRUE,"ATLANTIC HIGHLANDS",53,22,23,9
42,"Streamside rocks w/ riparian hardwoods (Acer dominant) and several large sun-baked flatrocks","Moshannon State Forest, Merrill Rd. 3/4 mi N of jct w/ Caledonia Pike, crossing over Gifford Run",1006.85998535156,11.2600002288818,15.8199996948242,10.0299997329712,113.015501022339,181.117560386658,TRUE,"OZARK/OUACHITA-APPALACHIAN FORESTS",11,0,6,0
43,"Populus stand","Elk State Forest, N side of Fourmile Run Rd. 0.25 mi E of jct w/ Dividing Ridge Rd.",1130,8.69999980926514,12.7399997711182,6.90999984741211,107.703469753265,219.768026351929,TRUE,"ATLANTIC HIGHLANDS",11,10,5,4
44,"Oak (Quercus) - hickory (Carya) woodland with sparse pine (Pinus), an ericaceous understory, and rocky (sandstone) topography","State Game Lands No 73, Tussey Mountain (summit ridge), SE of PA 164 immediately W of Bedford County line, opposite entrance of Mid State Trail, Woodbury Township",975.72998046875,9.56999969482422,14.25,9.01000022888184,111.622644424438,177.798558235168,TRUE,"OZARK/OUACHITA-APPALACHIAN FORESTS",30,2,16,1
45,"Seep with Carpinus, Betula, Acer, and Tsuga","Elk State Forest, Fourmile Run Rd., 3.25 mi N of jct w/ PA 155, E shore Fourmile Run",1137.9599609375,9.06999969482422,13.0600004196167,7.07000017166138,107.703469753265,219.768026351929,TRUE,"ATLANTIC HIGHLANDS",18,15,3,3
46,"Clearing on ridge top beside buried gas pipeline, forested with grove of old oak (Quercus) and maple (Acer).","Moshannon State Forest, Grant Trail 1 mi W of Cameron/Elk County line",1115.47998046875,8.5,12.8199996948242,7.46000003814697,116.832054138184,229.941637992859,TRUE,"ATLANTIC HIGHLANDS",25,24,20,19
47,"Open mixed hardwoods with Tsuga and Carpinus","Elk State Forest, East Cowley Run Rd. 0.25 to 0.5 mi E of State Park boundary, slopes above S shore of E Branch Cowley Run",1108,9.9399995803833,13.9200000762939,7.80999994277954,109.607768535614,223.639700889587,TRUE,"ATLANTIC HIGHLANDS",35,27,13,7
48,"Abandoned sandstone quarry","Susquehannock State Forest, E side of Ridge Rd. 0.5 mi S of jct w/ East Cowley Run Rd.",1106.36999511719,8.77999973297119,12.8100004196167,6.96000003814697,109.85698223114,223.873812675476,TRUE,"ATLANTIC HIGHLANDS",12,0,6,0
49,"Rocky (sandstone) seepage faces along road and dry outcrops above, with oak (Quercus) - hickory (Carya) forest including sparse pine (Pinus)","Trough Creek State Park, picnic area along Great Trough Creek, 1 mi N of park office, Todd Township",994.599975585938,11.539999961853,16.0799999237061,10.1199998855591,113.112444877625,178.205088615417,TRUE,"OZARK/OUACHITA-APPALACHIAN FORESTS",49,12,28,8
50,"Mixed hardwoods (Acer, Fraxinus, Quercus) on ridge top","Susquehannock State Forest, E side of Ridge Rd. 1 mi N of jct w/ Portage Rd.",1113.21997070312,8.85000038146973,12.8699998855591,6.94999980926514,109.465518474579,223.115609169006,TRUE,"ATLANTIC HIGHLANDS",13,13,9,9
51,"Sandstone outcrops with large overhangs in mixed maple (Acer) - hemlock (Tsuga) forest","Moshannon State Forest, Wolf Rocks, S of jct of Six Mile Run Rd. and Wolf Rocks Rd.",1099.23999023438,8.76000022888184,13.5100002288818,8.25,133.968903541565,268.558462142944,TRUE,"OZARK/OUACHITA-APPALACHIAN FORESTS",20,10,6,4
52,"Hemlock (Tsuga) - birch (Betula) forest (hemlock dominant) surrounding extensive sandstone talus slope with cold air flow","Rothrock State Forest, Colerain Picnic Area, 1 mi NE of village of Spruce Creek, 1.7 mi SW of village of Franklinville, Spruce Creek Township",1043.13000488281,11.0900001525879,15.5799999237061,9.78999996185303,115.544007301331,186.245908737183,TRUE,"OZARK/OUACHITA-APPALACHIAN FORESTS",43,11,28,7
53,"Abandoned limestone quarry, poor juniper (Juniperus virginiana) barren above and rock rubble with ruderal trees below","NW of PA 45, 1 mi SW of village of Franklinville, Franklin Township",1044.32995605469,11.5299997329712,15.8699998855591,9.81999969482422,115.544007301331,186.245908737183,TRUE,"OZARK/OUACHITA-APPALACHIAN FORESTS",27,8,11,6
54,"Larix stand in maple (Acer) forest with sandstone boulders","Susquehannock State Forest, E side of Ridge Rd. 0.75 N of jct w/ Hunts Run Rd.",1103.97998046875,9.3100004196167,13.2399997711182,7.13000011444092,109.58935880661,216.812945365906,TRUE,"ATLANTIC HIGHLANDS",15,13,7,6
55,"Open mixed hardwoods (Acer, Betula Prunus) grading to dense hemlock (Tsuga) stand","Elk State Forest, Jerry Run Rd. 3/4 to 1 mi S of Sinnemahoning Creek, slopes above Upper Jerry Run",1120.22998046875,9.96000003814697,13.9700002670288,7.88000011444092,114.822861671448,222.784170150757,TRUE,"ATLANTIC HIGHLANDS",26,14,13,6
56,"Maple (Acer) forest","Moshannon State Forest, Benner Run Rd. 1.1 mi N of jct w/ PA 504 / Rattlesnake Rd.",1078.33996582031,8.61999988555908,13.4099998474121,8.1899995803833,133.28191280365,254.204738616943,TRUE,"OZARK/OUACHITA-APPALACHIAN FORESTS",14,12,7,7
58,"Talus slope and massive sandstone overhangs in mixed maple (Acer) - oak (Quercus) forest","Elk State Forest, Brooks Run Rd. 1.0 mi W of jct w/ PA 872, slopes above Brooks Run",1094.0400390625,10.039999961853,13.960000038147,7.78999996185303,110.966208457947,218.123010635376,TRUE,"ATLANTIC HIGHLANDS",35,9,16,5
59,"Stream with mixed hardwoods (Acer, Betula, Fraxinus, Quercus) and sandstone overhangs","Elk State Forest, Brooks Run Rd. 1.25 mi W of jct w/ PA 872",1094.0400390625,10.039999961853,13.960000038147,7.78999996185303,110.966208457947,218.123010635376,TRUE,"ATLANTIC HIGHLANDS",17,11,8,5
60,"Mixed maple (Acer) - birch (Betula) forest with sandstone boulders","Moshannon State Forest, Benner Run Rd. 1.25 to 1.5 mi E of jct w/ Huckleberry Rd., along dry tributary to Moshannon Creek",1079.43994140625,8.71000003814697,13.4399995803833,8.19999980926514,126.671409606934,255.286347389221,TRUE,"OZARK/OUACHITA-APPALACHIAN FORESTS",28,8,10,4
61,"Riparian mixed hemlock – hardwood forest (Acer, Quercus, Carpinus, Hamamelis) along stream","Sproul State Forest, Hyner Run Rd. at jct w/ Dry Hollow Trail, along Hyner Run",1075.65002441406,9.89999961853027,13.8800001144409,7.82000017166138,116.068058013916,213.697130203247,TRUE,"ATLANTIC HIGHLANDS",7,6,3,3
62,"oak (Quercus) forest with Kalmia understory","Tiadaghton State Forest, Manor Fork Rd. 0.5 mi from jct with PA 44",1154.5400390625,8.32999992370605,12.6499996185303,7.28000020980835,112.47648525238,202.124819755554,TRUE,"ATLANTIC HIGHLANDS",22,17,11,9
63,"Acer-Betula forest with rock outcrops and Rhododendron","Tiadaghton State Forest, Trout Run Rd. ~0.5 mi S of jct with Little Boyer Rd., N-facing slopes above S-shore of Trout Run",1139.05004882812,9.06999969482422,13.1499996185303,7.42999982833862,116.259503364563,213.944303512573,TRUE,"ATLANTIC HIGHLANDS",38,14,8,1
64,"Mixed hardwood (Acer, Betula, Fraxinus) forest","Tiadaghton State Forest, N-facing slopes above S shore of unnamed tributary to Francis Branch of Slate Run, along Francis Rd. at hairpin turn just S of Lycoming County line",1140.76000976562,9.72000026702881,13.6899995803833,7.65000009536743,111.889251232147,201.354007720947,TRUE,"ATLANTIC HIGHLANDS",46,29,14,10
65,"Calcareous sandstone outcrops and overhangs, with mixed hardwood (Acer, Betula, Fraxinus, Carya) forest","Tiadaghton State Forest, Francis Rd. ~2 mi S of Lycoming County line, E-facing slopes above W shore of Slate Run",1174.34997558594,10.1800003051758,14.1400003433228,7.92000007629395,111.60884809494,201.034058570862,TRUE,"ATLANTIC HIGHLANDS",42,6,21,2
66,"Selectively timbered [8 yr prior] Quercus alba-Quercus prinus-Acer rubrum forest with highly disturbed Kalmia understory","Tiadaghton State Forest, ridge between First Big Fork and Second Big Fork of Trout Run, ~0.8 mi E of PA44 at jct w/ Forest Rd, Timber Plot 2",1115.80004882812,9.02000045776367,13.25,7.65000009536743,117.091125488281,204.715648651123,TRUE,"ATLANTIC HIGHLANDS",31,27,15,15
67,"Selectively timbered [8 yr prior] Quercus alba-Quercus prinus-Acer rubrum forest with highly disturbed Kalmia understory","Tiadaghton State Forest, ridge between First Big Fork and Second Big Fork of Trout Run, ~0.8 mi E of PA44 at jct w/ Forest Rd, Timber Plot 1",1115.80004882812,9.02000045776367,13.25,7.65000009536743,117.091125488281,204.715648651123,TRUE,"ATLANTIC HIGHLANDS",32,17,16,10
68,"Selectively timbered [8 yr prior] Quercus alba-Quercus prinus-Acer rubrum forest with highly disturbed Kalmia understory","Tiadaghton State Forest, ridge between First Big Fork and Second Big Fork of Trout Run, ~0.8 mi E of PA44 at jct w/ Forest Rd, Timber Plot 3",1115.80004882812,9.02000045776367,13.25,7.65000009536743,117.091125488281,204.715648651123,TRUE,"ATLANTIC HIGHLANDS",22,22,11,11
69,"Selectively timbered [8 yr prior] Quercus alba-Quercus prinus-Acer rubrum forest with highly disturbed Kalmia understory","Tiadaghton State Forest, ridge between First Big Fork and Second Big Fork of Trout Run, ~0.8 mi E of PA44 at jct w/ Forest Rd, Timber Plot 4",1115.80004882812,9.02000045776367,13.25,7.65000009536743,117.091125488281,204.715648651123,TRUE,"ATLANTIC HIGHLANDS",24,23,14,13
70,"Mixed Quercus alba-Quercus prinus-Acer rubrum forest with Kalmia-Hamamelis understory adjacent to gas pad","Tiadaghton State Forest, ridge between First Big Fork and Second Big Fork of Trout Run, ~1 mi E of PA44 at jct w/ Forest Rd, Gas Plot 3",1115.80004882812,9.02000045776367,13.25,7.65000009536743,117.091125488281,204.715648651123,TRUE,"ATLANTIC HIGHLANDS",29,21,14,10
71,"Mixed Quercus alba-Quercus prinus-Acer rubrum forest with Kalmia-Hamamelis understory adjacent to gas pad","Tiadaghton State Forest, ridge between First Big Fork and Second Big Fork of Trout Run, ~1 mi E of PA44 at jct w/ Forest Rd.",1115.80004882812,9.02000045776367,13.25,7.65000009536743,117.091125488281,204.715648651123,TRUE,"ATLANTIC HIGHLANDS",4,4,2,2
72,"Mixed Quercus alba-Quercus prinus-Acer rubrum forest with Kalmia-Hamamelis understory adjacent to gas pad","Tiadaghton State Forest, ridge between First Big Fork and Second Big Fork of Trout Run, ~1 mi E of PA44 at jct w/ Forest Rd, Gas Plot 4",1115.80004882812,9.02000045776367,13.25,7.65000009536743,117.091125488281,204.715648651123,TRUE,"ATLANTIC HIGHLANDS",26,21,15,12
73,"Mixed Quercus alba-Quercus prinus-Acer rubrum forest with Kalmia-Hamamelis understory adjacent to gas pad","Tiadaghton State Forest, ridge between First Big Fork and Second Big Fork of Trout Run, ~1 mi E of PA44 at jct w/ Forest Rd, Gas Plot 1",1115.80004882812,9.02000045776367,13.25,7.65000009536743,117.091125488281,204.715648651123,TRUE,"ATLANTIC HIGHLANDS",36,31,16,13
74,"Mixed Quercus alba-Quercus prinus-Acer rubrum forest with Kalmia-Hamamelis understory adjacent to gas pad","Tiadaghton State Forest, ridge between First Big Fork and Second Big Fork of Trout Run, ~1 mi E of PA44 at jct w/ Forest Rd, Gas Plot 2",1115.80004882812,9.02000045776367,13.25,7.65000009536743,117.091125488281,204.715648651123,TRUE,"ATLANTIC HIGHLANDS",36,28,17,13
75,"Mixed hardwoods (Acer, Betula, Quercus, Sassafras) - pine (Pinus) forest with Kalmia understory","Michaux State Forest, W-slopes of Monalto Mountain, Kettle Springs Rd., 0.5 mi N of intersection with White Rocks Rd.",1123.39001464844,11.1000003814697,15.6700000762939,10.1899995803833,152.166540145874,162.31476020813,TRUE,"OZARK/OUACHITA-APPALACHIAN FORESTS",47,31,21,17
76,"Old pine (Pinus) plantation","Tioga State Forest, W-facing slopes of S end of Callahan Hill, E shore of Slide Island Run, along Painter Leetonia Rd., ~0.5 mi N of Leetonia",1046.85998535156,9.76000022888184,13.7600002288818,7.61999988555908,108.71395778656,190.991299629211,TRUE,"ATLANTIC HIGHLANDS",23,17,13,9
77,"Acer-Betula forest with Carpinus","Tioga State Forest, W-facing slopes of Callahan Hill above Slide Island Run, along Painter Leetonia Rd., ~2 mi N of Leetonia",1039.46997070312,9.14000034332275,13.289999961853,7.42000007629395,108.813858032227,191.000401496887,TRUE,"ATLANTIC HIGHLANDS",21,10,8,2
78,"Pine (Pinus) - hemlock (Tsuga) - spruce (Picea) forest with occasional oaks (Quercus)","Tiadaghton State Forest, Algerine Swamp Natural Area, ~0.5 mi N of Lycoming County line, along Gamble Run Rd.",1186.83996582031,8.67000007629395,12.8199996948242,7.23999977111816,111.1266746521,200.38516998291,TRUE,"ATLANTIC HIGHLANDS",35,25,21,17
79,"Riparian mixed hardwood (Betula, Acer, Quercus) - hemlock (Tsuga) forest with sparse pine (Pinus)","Michaux State Forest, Rocky Mountain, PA 233 at bridge over Rocky Mountain Run, 2 mi S of jct w/ US 30",1131.77001953125,11.0900001525879,15.8000001907349,10.4099998474121,152.358457565308,162.346910476685,TRUE,"OZARK/OUACHITA-APPALACHIAN FORESTS",17,9,8,3
80,"Rocky shaded slope with old growth oak (Quercus) and scattered hickory (Carya) - hemlock (Tsuga) - and pine (Pinus) AND Open area on ridge-top","Michaux State Forest, N-slopes of Rocky Mountain, SW corner of intersection of PA 233 & US 30",1142.21997070312,11.4300003051758,15.539999961853,9.97999954223633,155.342441558838,169.906627655029,TRUE,"OZARK/OUACHITA-APPALACHIAN FORESTS",72,40,39,21
81,"seepy hardwood forest (Betula, Acer, Carya, Carpinus) with sparse Tsuga","Tioga State Forest, Colton Rd. ~5 mi S of jct with US 6, ~0.5 mi E of jct of Colton Rd./Painter Leetonia Rd.",971.030029296875,8.85999965667725,13.0699996948242,7.28999996185303,109.295622825623,180.196113586426,TRUE,"ATLANTIC HIGHLANDS",35,22,13,8
82,"Rocky oak (Quercus) forest with Cornus understory AND Acer-Betula forest with rock outcrops and Rhododendron","Tioga State Forest, Algerine Swamp Natural Area, S-facing slopes above Gamble Run, along Gamble Run Rd., ~2.5 mi N of jct with PA 414",1215.52001953125,8.94999980926514,13.039999961853,7.3899998664856,106.030035018921,187.340755462646,TRUE,"ATLANTIC HIGHLANDS",57,20,24,9
83,"Mature Quercus prinus-Acer rubrum forest with Kalmia- Hamamelis understory and sandstone rocks","Tiadaghton State Forest, Miller Run Natural Area, slopes above Left Fork of Miller Run, ~0.5 mi N of Browns Run Rd., Mature Plot 2",1110.02001953125,8.72000026702881,13.0500001907349,7.61999988555908,116.625184059143,204.097749710083,TRUE,"ATLANTIC HIGHLANDS",45,35,19,15
